To,Body

The next big step was supposed to be the Telecommunications Act of 1996, 
one of those massive, endlessly lobbied-over pieces of legislation which 
most people outside F.C.C. World probably felt it was safe to ignore. 
Although the Telecom Act sailed under the rhetorical banner of 
modernization and deregulation, its essence was a grand interest-group 
bargain, in which the local phone companies, known to headline writers 
as ""baby Bells"" and to F.C.C. World as ""arbocks"" (the pronounced version 
of RBOCs, or regional Bell operating companies), would be permitted to 
offer long-distance service in exchange for letting the long-distance 
companies and smaller new phone companies use their lines to compete for 
customers. Consumers would win, because for the first time they would 
get the benefits of competition in local service while getting even more 
competition than they already had in long distance. But the politics and 
economics of the Telecom Act (which was shepherded through Congress by 
Vice-President Gore) were just as important. Democrats saw the act as 
helping to reposition them as the technology party—the party that 
brought the Internet into every home, created hundreds of thousands of 
jobs in new companies, and, not least, set off an investment boom whose 
beneficiaries might become the party's new contributor base. Clinton's 
slogans about the ""information superhighway"" and ""building a bridge to 
the twenty-first century,"" which, like all Clinton slogans, artfully 
sent different messages to different constituencies, were the rhetorical 
correlates of the Telecom Act, and Gore's cruise to the Presidency was 
supposed to be powered substantially by the act's success.

The F.C.C. had a crucial role in all this. The arbocks are rich, 
aggressive, politically powerful, and generally Republican (though like 
all important interest groups they work with both parties); they 
immediately filed lawsuits, which wound up tying the hands of their new 
competitors in the local phone market for more than three years. Through 
rule-making, enforcement, and litigation, the F.C.C., then headed by 
Reed Hundt, who was Gore's classmate at St. Albans, was supposed to keep 
the arbocks in their cages, so that not only long-distance companies 
like A.T. & T. and MCI WorldCom but also a whole category of new 
companies, ""see-lecks"" (the pronounced version of CLECs, or competitive 
local exchange carriers), could emerge. This entailed the regulatory 
equivalent of hand-to-hand combat: the see-leck is supposed to have 
access to the arbock's switching equipment, the arbock won't give the 
seeleck a key to the room where it's kept, so the see-leck asks the 
F.C.C. to rule that the arbock has to give it the key.

Partly because Hundt assured the see-lecks and other new companies that 
he would protect them, and partly because of the generally booming 
condition of the economy then, investment capital flooded into the 
see-lecks—companies with names like Winstar, Covad, and Teligent—and 
into other telecommunications companies. Even not obviously related 
technology companies like Cisco Systems benefitted from the telecom 
boom: demand for their products was supposed to come from the see-lecks 
and other new players. There would be no conflict between the interests 
of the new telecom companies and those of consumers; as one of Hundt's 
former lieutenants told me, ""Reed used to joke that my job was to make 
sure that all prices went down and all stocks went up.""


The years following the passage of the Telecom Act were the peak of the 
boom. Wall Street had its blood up, and that meant not just more 
startups but also more mergers of existing communications companies: 
Time Warner and AOL decided to throw in together, and A.T. & T. and 
Comcast, and so on. (Surely, WorldCom and the other telecom bad guys 
believed that their self-dealing, stock-overselling, and creative 
accounting would go unnoticed because the market was so 
undiscriminating.)

By the time the outcome of the 2000 Presidential election had been 
determined, the telecom crash was well under way. Nonetheless, the 
chairmanship of the F.C.C. remained one of the best jobs, in terms of 
influence and visibility, available to a career government regulator. 
Three Republicans emerged as candidates: Powell, who was a commissioner; 
Harold Furchtgott-Roth, the farthest-to-the-right commissioner; and 
Patrick Wood, the head of the Texas Public Utility Commission and, as 
such, a George W. Bush guy. In Texas, however, Wood had crossed the most 
powerful person in the arbock camp, Edward Whitacre, the C.E.O. of 
S.B.C. Communications, which is headquartered in San Antonio. This meant 
that the arbocks didn't want Wood as head of the F.C.C., because he 
might be too pro-see-leck. (Wood is now the head of the Federal Energy 
Regulatory Commission.) Michael Powell had to signal the arbocks that he 
wasn't as threatening as Wood, while also signalling the conservative 
movement that he was only negligibly farther to the left than 
Furchtgott-Roth.

Powell did this deftly. For example, in December of 2000 he appeared 
before a conservative group called the Progress & Freedom Foundation and 
gave a very Michael Powell speech—whimsical, intellectual, and 
free-associative (Biblical history, Joseph Schumpeter, Moore's Law)—that 
began by making fun of the idea that the F.C.C. should try to keep new 
telecom companies alive. ""In the wake of the 1996 Act, the F.C.C. is 
often cast as the Grinch who stole Christmas,"" Powell said. ""Like the 
Whos, down in Who-ville, who feast on Who-pudding and rare Who-roast 
beast, the communications industry was preparing to feast on the 
deregulatory fruits it believed would inevitably sprout from the Act's 
fertile soil. But this feast the F.C.C. Grinch did not like in the 
least, so it is thought."" Thus Powell was indicating that if he became 
chairman he didn't expect to administer first aid to the see-lecks as 
part of the job. He was appointed to the chairmanship on the first day 
of the Bush Administration.

Twenty months into the Administration, nearly all the see-lecks are dead 
or dying; nearly all long-distance companies, not just WorldCom, are in 
serious trouble; cable companies have lost half their value; satellite 
companies are staggering. The crash has had an automatically 
concentrating effect, because as new companies die the existing 
companies' market share increases, and, if the existing companies are in 
good shape financially, they have the opportunity to pick up damaged 
companies at bargain prices. During the Bush Administration, as the 
financial carnage in communications has worsened, the communications 
industry has moved in the direction of more concentration. If the Bells 
wind up protecting their regional monopolies in local phone service, and 
if they also merge, the country will be on its way to having a national 
duopoly in local service: Verizon, in the East, and S.B.C., in the West. 
And these companies could dominate long distance as well, because of the 
poor health of the long-distance companies.

The cable business also seems close to having two dominant national 
companies, AOL Time Warner and Comcast. Unlike the phone companies, they 
don't have to share their wiring with other companies and so can more 
fully control what material they allow to enter people's homes. As part 
of the complicated bargaining with interest groups that led to the 1996 
Telecom Act, the limits on concentration in the radio industry were 
significantly loosened, and in the past six years the number of 
radio-station owners in the United States has been cut by twenty-five 
per cent; today, a large portion of local and national radio news 
programming is supplied by a single company, Westwood One, a subsidiary 
of Viacom.

In this situation, many Democrats and liberals think, the F.C.C. should 
be hyperactive—the superhero of government regulation, springing to the 
rescue of both consumers and the communications industry. It should try 
to breathe life into the see-lecks and other new companies. It should 
disallow mergers, maintain ownership limits, and otherwise restrain the 
forces of concentration. It should use the government's money and muscle 
to get new technology—especially fast Internet connections—into the 
homes of people who can't afford it at current market prices. (An 
analogy that a lot of people in F.C.C. World make is between telecom and 
the Middle East: the Clinton people blame the bloodshed on the Bush 
people, because they disengaged when they came into office, and the Bush 
people blame it on the Clinton people, because they raised too many 
expectations and stirred too many passions.)

But Michael Powell's F.C.C. has not been hyperactive. Powell has been 
conducting internal policy reviews and reforming the management of the 
F.C.C. and waiting for the federal courts and the Congress to send him 
signals. (In mid-September, Powell finally initiated a formal review of 
the F.C.C.'s limits on media concentration.) This doesn't mean he has 
been inactive; rather, he has been active in a way that further 
infuriates his critics—in a manner that smoothly blends the genial and 
the provocative, he muses about whether the fundamental premises of 
F.C.C. World really make sense, while giving the impression that he's 
having the time of his life as chairman. At his first press conference, 
when he was asked what he was going to do about the ""digital 
divide""—that is, economic inequality in access to the Internet—he said, 
""You know, I think there is a Mercedes divide. I'd like to have one and 
I can't afford one."" At the National Cable & Telecommunications 
Association convention, in Chicago, Powell, following a troupe of 
tumblers to the stage, interrupted his walk to the podium to perform a 
somersault.


Not long ago, I went to see Powell in his office at the F.C.C. Until 
1998, when the commission moved to a new building in Southwest 
Washington, near the city's open-air fish market, F.C.C. World was at 
the western edge of downtown, where everybody would encounter everybody 
else at a few familiar restaurants and bars. Today, the F.C.C. building 
looks like the office of a mortgage company in a suburban office park. 
Even the chairman's suite, though large, is beige, carpeted, and 
fluorescent. Powell is a bulky man who wears gold-rimmed glasses and 
walks with a pronounced limp, the result of injuries he suffered in a 
jeep accident in Germany, in 1987, when he was an Army officer. Because 
of the accident, he left the Army and went to law school, where he 
became entranced with conservative ideas about regulation, particularly 
the idea that the government, rather than trying to correct the flaws of 
the market before the fact—""prophylactically,"" as he likes to say—should 
wait till the flaws manifest themselves and then use antitrust 
litigation to fix them. He worked briefly at a corporate law firm, and 
then became a protégé of Joel Klein, the head of the antitrust division 
of the Clinton Justice Department and the man who led the government's 
legal case against Microsoft. (He was recently appointed chancellor of 
the New York public-school system.) It testifies to Powell's political 
skill that he is probably the only high official in the Bush 
Administration who not only served in the Clinton Administration but 
also maintains close ties to Bush's nemesis Senator John McCain, of 
Arizona. One of the things about Powell that annoy people is his 
enduring love of law school—""It's sort of like a law-school study 
session over there,"" one Democratic former commissioner said. As if to 
confirm the charge, Powell, when I arrived, introduced me to four law 
students, summer interns at the commission, whom he'd invited to sit in.

I began by asking Powell whether he agreed with the founding assumptions 
of the F.C.C. For example, could private companies have apportioned the 
airwaves among themselves without the government being involved?

""I think we'll never know,"" Powell said. ""I don't think it's an 
automatically bad idea, the way some people will argue. Land is probably 
the best analogue. We don't seize all the land in the United States and 
say, 'The government will issue licenses to use land.' If my neighbor 
puts a fence one foot onto my property line, there's a whole body of law 
about what I can do about that, including whether I can tear it down. If 
a wireless company was interfering with another wireless company, it's a 
similar proposition. There are scholars who argue—indeed, the famous 
Ronald Coase treatise that won the Nobel Prize was about this—that 
spectrum policy is lunacy. The market could work this out, in the kinds 
of ways that we're accustomed to.""

Talking to Powell was fun. Unlike most high government officials, he 
doesn't seem to be invested in appearing dignified or commanding. He 
slumps in his chair and fiddles with his tie and riffs. He speaks in 
ironic air quotes. He's like your libertarian friend in college who 
enjoyed staying up all night asking impertinent rhetorical questions 
about aspects of life that everybody else takes for granted but that he 
sees as sentimental or illogical. After a while, I asked him whether he 
thought his predecessors' excitement about the 1996 Telecommunications 
Act had been excessive.

""I would start with a caveat,"" Powell said. ""Look, I can't fault those 
judgments in and of themselves, given the time and what people thought. 
They were not the only ones who were hysterical about the opportunities. 
But, frankly, I've always been a little bit critical. First of all, 
anybody who works with the act knows that it doesn't come anywhere close 
to matching the hyperbole that was associated with it, by the President 
on down, about the kinds of things it's going to open up. I mean, I 
don't know what provisions are the information-superhighway provisions, 
or what provisions are so digitally oriented, or some of the things that 
were a big part of the theatre of its introduction. When one starts 
reading the details, one searches, often in vain, for these provisions. 
But, nonetheless, there was a rising dot-com excitement, and an Internet 
excitement, and people thought this was historic legislation, and it 
certainly was.

""But. We were sucking helium out of balloons, with the kinds of 
expectations that were being bandied around, and this is before the 
economy or the market even gets in trouble. It was a dramatically 
exaggerated expectation—by the leadership of the commission, by 
politicians, by the market itself, by companies themselves. It was a 
gold rush, and led to some very detrimental business decisions, ones 
that government encouraged by its policies, frankly. Everybody wanted to 
see numbers go up on the board.""

Powell began imitating an imagined true believer in the Telecom Act. "" 
'I want to see ten competitors. Twenty competitors! I want to see 
thirty-per-cent market share. Fifty-per-cent market share! I want the 
Bells to bleed! Then we'll know we've succeeded.' "" Now Powell returned 
to being Powell. ""I think that expectation was astonishingly 
unrealistic, in the short term. They wanted to see it while they're 
there. We were starting to get drunk on the juice we were drinking. And 
the market was getting drunk on the juice we were drinking. There's no 
question, we went too soon too fast. Too many companies took on too much 
debt too fast before the market really had a product, or a business 
model.""

How could the Telecom Act have been handled better? ""We could have 
chosen policies that were less hellbent on a single objective, and were 
slightly more balanced and put more economic discipline in the system,"" 
Powell said. ""Money chased what seemed like government-promised 
opportunity. The problem with that is there's a morning after, and we're 
in it. And the problem is there is no short fix for this problem. This 
debt is going to take years to bring down to a realistic level. In some 
ways, for short-term gain, we paid a price in long-term stability.""

Powell went on to say that it might have turned out differently if there 
had been a more ""reasonable"" level of investment. ""No, we wouldn't have 
every home in America with competitive choice yet—but we don't anyway. I 
don't think it's the remonopolization of telephone service. I don't buy 
that. The Bells will prosper, but did anybody believe they wouldn't? The 
part of the story that didn't materialize was that people thought so 
would MCI WorldCom and Sprint.""

Other local phone companies, he added, hadn't materialized as viable 
businesses, either, and they never might. ""Everybody's always saying, 
'The regulators did this and this and this.' But, candidly, the story's 
quite the opposite. I think the regulators bent over backward for six 
years to give them a chance. Conditions don't get that good except once 
every thirty years, and it didn't happen. So, whatever the reason, we're 
looking at a WorldCom that's teetering. We're looking at a long-distance 
business that has had a rapid decline in its revenue base. A.T. & T. is 
breaking itself up. Sprint has struggled.""

Could the F.C.C. have done anything to make the long-distance companies 
stronger? ""At the F.C.C.? I think I'll just be blunt. My political 
answer? Yes, there's all kinds of things we can do at the margin to try 
to help. But I can't find thirty billion dollars for WorldCom somewhere. 
I can't mitigate the impacts of an accounting scandal and an S.E.C. 
investigation. Were I king, it would be wonderful, but I don't have 
those kinds of levers. I don't know whether anybody does. At some point, 
companies are expected to run themselves in a way that keeps them from 
dying."" Powell couldn't have made it much clearer that he doesn't think 
it's his responsibility to do anything about the telecom crash. He has 
demonstrated his sure political touch by making accommodationist 
gestures—in August, for example, five months after disbanding the 
F.C.C.'s Accounting Safeguards Division, Powell announced that he was 
appointing a committee to study accounting standards in the 
communications industry. But that shows that Powell is better at riding 
out the storm than, say, Harvey Pitt, his counterpart at the Securities 
and Exchange Commission, and does not mean that he plans to try to shore 
up the telecom industry.

I asked Powell if it would bother him if, for most people, only one 
company provided cable television and only one provided local phone 
service. ""Yes,"" he said. ""It concerns us that there's one of each of 
those things, but let's not diminish the importance of there being one 
of each of those things. That still is a nice suite of communications 
capabilities, even if they aren't direct analogues of each other."" 
Anyway, Powell said, before long the phone companies will be able to 
provide video service over their lines, and the cable companies will 
provide data service over their lines, so there will be more choice. 
""So, yeah, we have this anxiety: we have one of everything. The question 
is, Does it stay that way?""

The concentration of ownership and the concentrated control of 
information did not appear to trouble Powell, either. He said that 
people confuse bigness, which brings many benefits, with concentration, 
which distorts markets. ""If this were just economics, it's easy. If you 
were to say to me, 'Mike, just worry about economic concentration,' we 
know how to do that—the econometrics of antitrust. I can tell you when a 
market's too concentrated and prices are going to rise. The problem is 
other dimensions, like political, ideological, sometimes emotional. Take 
the question of, if everybody's controlling what you see, the assumption 
there is that somehow there'll be this viewpoint, a monolithic 
viewpoint, pushed on you by your media and you won't get diversity. I 
think that's a possibility. I don't think it's nearly the possibility 
that's ascribed to it sometimes.""

Powell explained, ""Sometimes when we see very pointed political or 
parochial programming, it gets attacked as unfair. I see some of the 
same people who claim they want diversity go crazy when Rush Limbaugh 
exists. They love diversity, but somehow we should run Howard Stern off 
the planet. If it has a point of view, then it becomes accused of bias, 
and then we have policies like""—here his tone went from ironic to 
sarcastic—""the fairness doctrine, which seems to me like the antithesis 
of what I thought those people cared about. So when somebody is pointed 
and opinionated, we do all this stuff in the name of journalistic 
fairness and integrity or whatever, to make them balance it out.""


F.C.C. World abounds in theories about Michael Powell. One is that he 
can't make up his mind about how to address the crisis in the industries 
he regulates—so he talks (and talks and talks) flamboyantly about the 
market, in order to buy himself time. Another is that he's carrying 
water for the arbocks and the big cable companies. Another is that he is 
planning to run for the Senate from Virginia (or to be appointed 
Attorney General in a second Bush term), and doesn't want to do anything 
at the F.C.C. that would diminish his chances. Another is that he's 
waiting to move until there is more consensus on some course of action, 
so that he doesn't wind up going first and getting caught in the 
crossfire between the arbocks and the cable companies and the television 
networks. (In F.C.C. World, this is known as the Powell Doctrine of 
Telecom, after Colin Powell's idea that the United States should never 
commit itself militarily without a clear objective, overwhelming force, 
and an exit strategy.) And another is that he actually believes what he 
says, and thinks the telecommunications crash is natural, healthy, and 
irreversible, and more concentration would be just fine.

""This is why elections matter,"" Reed Hundt, who isn't happy about what 
has become of his Telecom Act, told me. It's true that the F.C.C.—much 
more than, say, the war in Afghanistan—is a case in which a Gore 
Administration would be acting quite differently from the Bush 
Administration. Consumers might have noticed the difference by now, but 
there's no question whether communications companies have noticed. The 
arbocks are doing better against their internal rivals than they would 
have done if Gore had won. Next election, they'll help the party that 
helped them. If the Republicans win, policy will tilt further in the 
arbocks' favor. If they lose, perhaps the arbocks' rivals—the 
long-distance companies and the telecommunications upstarts—with their 
friends now in power, will stage a comeback. America's present is not 
unrecognizably different from America's past.


"
ILUG <ilug@linux.ie>,"Can someone explain what type of operating system Solaris is... as ive never
seen or used it i dont know wheather to get a server from Sun or from DELL i
would prefer a linux based server and Sun seems to be the one for that but
im not sure if Solaris is a distro of linux or a completely different
operating system? can someone explain...

Kiall Mac Innes


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie

"
iiu-admin@taint.org,"As list administrator, your authorization is requested for the
following mailing list posting:

    List:    Irish Internet Users@iiu.taint.org
    From:    yyyycc@hackwatch.com
    Subject: Re: [IIU] IE nameserver problems
    Reason:  Post to moderated list

At your convenience, visit:

    http://iiu.taint.org/mailman/admindb/iiu
        
to approve or deny the request.


"
Irish LUG list <ilug@linux.ie>," OK, I guess that sysctl.conf is the best way of setting 

    /proc/sys/fs/file-max

 to a nice big number. Can you make a change to /etc/sysctl.conf, and then
have it take effect, without a reboot (to test it, really) ?

John


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
zzzz@example.com,"URL: http://www.newsisfree.com/click/-2,8655710,215/
Date: 2002-10-08T03:30:56+01:00

*World latest: *Hundreds of Palestinians vent their anger as dozens of Israeli 
tanks withdrew after a gruelling three-hour raid on the Gaza strip.


"
fork@example.com,"On Tue, Oct 08, 2002 at 11:51:54AM -0700, Elias wrote:
> So, given the apparent commonality of these occurances, companies appear 
> to be losing a large amount of money by mailing these tiny checks out. 
> Why can't they simply credit the account in question on the next bill? 
> Granted, if an account has been closed there is no such option...

I've been waiting for Hettinga to regale us with one of his well-tuned
micro-cash-bearer-settlement-geodesic-finance rants. Bob, you are SO 
disappointing me.

-- 
njl


"
Robert Elz <kre@munnari.OZ.AU>,"
>>>Robert Elz said:

 > I kind of doubt that any pre built-in sequence name is going to be
 > very general.   Even ""unseen"" can be changed (fortunately that one
 > is easy to find in the MH profile - though whether exmh does that,
 > os just uses ""unseen"" I haven't bothered to find out).

exmh uses the profile setting - it appears as mhProfile(unseen-sequence)
in the code.

--
Brent Welch
Software Architect, Panasas Inc
Pioneering the World's Most Scalable and Agile Storage Network
www.panasas.com
welch@panasas.com




_______________________________________________
Exmh-workers mailing list
Exmh-workers@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-workers

"
fork@example.com,"On Monday, August 26, 2002, at 09:59  AM, Tom wrote:

> Post MG in the 80's there were the colums by A K Dewdney that I dug a
> bunch put into a book  called Turing Omnibus and then there is , of
> course, all the goodens put out by Dougy Hoffstadler.

A.K. Dewdney was the name I was looking for and the column was ""Computer 
Recreations"". Turns out he's still in Ontario and even has some homemade 
Sci-Fi online...

http://www.csd.uwo.ca/faculty/akd/TALES/index.html

Vat Man
Programming Roger
The Homunculids
Alphie & Omega


...Ross...


"
fork@spamassassin.taint.org,"Robert Harley:
> Gordon Mohr wrote:
> >Definitional nit to pick:
> >You've redefined ""promiscuity"" above as ""total"" or ""average"" activity,
> 
> I think it's clear that I'm talking about averages, so I'm not sure
> why that nit needs to be picked...

It was clear you were talking about averages. But it should 
be equally clear that that isn't what people mean when they
use the word ""promiscuity"". 

> >which seems to rob it of its common meaning: 
> >activity above some specific threshold (usually ""one"") 
> 
> In that case, ""promiscous"" is a vacuous term in modern Western
> societies (but we knew that :), where people average 7 partners or so
> in their adult lives.

Not at all. There are still people who only have one partner.
There are many more whoe only have one partner over ""long""
periods of time. So it is far from ""vacuous"" to describe some
people as ""promiscuous"" and others as ""not promiscuous"", 
especially over a set period. (""He was promiscuous in college.
He is no longer promiscuous."")

The word has a clear meaning, despite your continuing tendency 
to gloss that meaning over with population averages. 

> >Consider a population of 3 males and 3 females.
> >[...]
> >so in this contrived population, females are more ""promiscuous"" than males,
> 
> So 1 girl gets 1 guy, 2 girls get 2 guys, 2 guys get 1 girl, 1 guy
> gets 3 girls.  Sounds like six of one versus half a dozen of the other
> to me.

OK, then. Consider a population of 1,000,000. 500,000 men each
pair off with 500,000 women. Then, 1 man, let's call him ""Wilt"",
also has sex with the other 499,999 women. 

499,999 women have had more than one partner. 499,999 men have
only had one partner. It is now ""perfectly obvious"" that in the
common meaning of the term, among this contrived population, 
that women are ""more promiscuous"" than men -- even though the
single ""most promiscuous"" person, Wilt, is a man.  

""Promiscuity"" is not ""exactly, perfectly identical between males 
and females"", except under a degenerate custom definition of
""promiscuity"".

> >unless ""promiscuity"" is defined uselessly.
> 
> Ain't nothin' useless about averages.

Averages are useful, sure -- but much more so if called by their 
actual name, rather than conflated with another concept.

- Gordon



"
fork@spamassassin.taint.org,"Mr. FoRK writes:
> ""Files can be cached on multiple systems randomly scattered around the
> Internet, as with Napster or Freenet. In fact, the caching in XDegrees is
> more sophisticated than it is on those systems: users with high bandwidth
> connections can download portions, or ""stripes,"" of a file from several
> cached locations simultaneously. The XDegrees software then reassembles
> these stripes into the whole file and uses digital signatures to verify that
> the downloaded file is the same as the original. A key component of this
> digital signature is a digest of the file, which is stored as an HTTP header
> for the file.""

This ""more sophisticated than [Napster or Freenet]"" part seems
to be the same behavior implemented in many other P2P CDNs, 
such as:

  - Kazaa
  - EDonkey/Overnet
  - BitTorrent
  - Gnutella (with HUGE extensions)
  - OnionNetworks WebRAID

...though the quality of the ""digest"" used by each system varies
wildly.

- Gordon



"
fork@example.com,"John Hall:
>Ran across a site which claimed to explain the original meaning of the
>Ten Commandments.  It seems some of those meanings have evolved a bit, too.

You mean that ""Thou shalt not covet thy neighbour's ass"" used to be
about donkeys???  Inconceivable!!!

R

"
Tom <tomwhore@slack.net>,"I agree w/ ya Tom.  That kind of thinking is SO idiotic.  Sure, gays are 
promiscuous, and so are hets, but I betcha gays are more AIDSphobic than 
hets, generally speaking....
C

On Sun, 8 Sep 2002, Tom wrote:

> On Sun, 8 Sep 2002, Eugen Leitl wrote:
> 
> --]doesn't look particularly difficult to do.
> --]
> --]Clearly this is not something what hets do, prostitution not taken into
> --]account.
> 
> So lets see, hets dont go to swing clubs, meat markets or the like at all?
> Hmm. And being gay means hanging in the bath house being a cum dumpster
> while you listen to the Devine Ms M belt one out for the boys?
> 
> Ugh, with thinking like this who needs the bible belt?
> 
> 
> 
> 

-- 
""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn


"
CDale <cdale@techmonkeys.net>,"On Fri, 6 Sep 2002, CDale wrote:

> It also depends on what the fad is or what is in style.  (:

DNA's idea of fads is on the 100 kiloyear scale, unfortunately. As long as
current fads don't involve in-vivo rewrite of the genome, homeoboxes
including (now there's a problem for you, homeoboxing the adult), they're
not all that smart an idear.
 
> Actualy our silly antiquated ideas about relationships and love have
> resulted in the bleedings of many upon many a page (and musical
> instrumnet, and canvas)  What's the problem if we dash a little Mrs.

Art is sure nice. However, if art is our first priority we're kinda
fux0red, if we've set our sight on a sustainable culture.

> Dash on them?  (:  Or cayenne.  Or ginger. (mm ask me about ginger
> root play).
> 
> And let me tell you this: just because a child happens to be
> single-parented (what a word), does not mean that child is
> dysfunctional or lives in a dysfunctional home.  The govt/media/church

Our firmware is not built to be single-parented. You can counteract that
somewhat by exposing the kid to a community of close friends, but not too
many do that.

> has tried to make it look like there is a disintegration, when in
> fact, there is a coming together of other family members and friends
> to raise children.  It's not decaying -- it's changing.  Nothing wrong
> with change.

I don't know what exactly is wrong, but something is definitely wrong.  
This is way too important to be left to just our intuition of what is
right and what is wrong.
  
> > At least from the viewpoint of demographics sustainability and
> > counterpressure to gerontocracy and resulting innovatiophobia we're doing
> > something wrong.
> > 
> > Maybe we should really go dirty Tleilaxu all the way.
> > 
> 
> Maybe y'all should buy m-w some more bandwidth.

m-w?


"
Irish LUG list <ilug@linux.ie>," I've found a decrepit raq3 that I'm going to resurrect, as soon as I work
out what's up with the console.

 I'm using 115200 8n1 with minicom, and I'm getting wierd stuff like:

S+#_+Å± INET __+_: 
S+#_+Å± Å°_°_ MÄ+Å+Å± _+Ä+ °+_<_++_.
S+#_+Å± #+__+ S+#_+Å± #+Å + __+_: 
IÅ+#+ _+°#+_ °Ä_ +#Å _+ -- NÄ+ _+#_+Å± SSL

/+__/_Å/++Ä
S++Å± +Ä PÄ_+±_SQL: FATAL: S+_#+S_+_PÄ_+: Å() °#+: A___ #+_#< Å +_
        I_ #ÅÄ+_ ÄÄ_++#_+_ #+_#< _+ÅÅÅ± ÄÅ +#+ ÄÄ_+?
        I° ÅÄ+, _+Ä+ _Ä++ ÅÄ (/++Ä/._.PGSQL.5583) #Å _+_<.
/+__/Å/ÄÄ_++#_+_: #ÅÅÄ+ _#+ UNIX _+_#+ ÄÄ_+
 [616]
S+#_+Å± ++Ä S++Å± +Ä W S_+: 

 So it looks like some sort of setting mismatch. Various places on the web
say that cobalts are setup with 115200 8n1 serial ports, but someone could
have changed it on this particular box.

 Anyone care to guess what's up ?

John


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie


"
ilug@linux.ie,"< >
> I downloaded a driver from the nVidia website and installed it using RPM.
> Then I ran Sax2 (as was recommended in some postings I found on the net),
but
> it still doesn't feature my video card in the available list. What next?


hmmm.

Peter.

Open a terminal and as root type
lsmod
you want to find a module called
NVdriver.

If it isn't loaded then load it.
#insmod NVdriver.o
Oh and ensure you have this module loaded on boot.... else when you reboot
you might be in for a nasty surprise.

Once the kernel module is loaded

#vim /etc/X11/XF86Config

in the section marked
Driver I have ""NeoMagic""
you need to have
Driver ""nvidia""

Here is part of my XF86Config

Also note that using the card you are using you 'should' be able to safely
use the FbBpp 32 option .

Section ""Module""
 Load  ""extmod""
 Load  ""xie""
 Load  ""pex5""
 Load  ""glx""
 SubSection ""dri""    #You don't need to load this Peter.
  Option     ""Mode"" ""666""
 EndSubSection
 Load  ""dbe""
 Load  ""record""
 Load  ""xtrap""
 Load  ""speedo""
 Load  ""type1""
EndSection

#Plus the Modelines for your monitor should be singfinicantly different.

Section ""Monitor""
 Identifier   ""Monitor0""
 VendorName   ""Monitor Vendor""
 ModelName    ""Monitor Model""
 HorizSync    28.00-35.00
 VertRefresh  43.00-72.00
        Modeline ""800x600"" 36 800 824 896 1024 600 601 603 625
 Modeline ""1024x768"" 49 1024 1032 1176 1344 768 771 777 806
EndSection

Section ""Device""

 Identifier  ""Card0""
 Driver      ""neomagic"" #Change this to ""nvidia""... making sure the modules
are in the correct path
 VendorName  ""Neomagic"" # ""Nvidia""
 BoardName   ""NM2160""
 BusID       ""PCI:0:18:0""
EndSection

Section ""Screen""
 Identifier ""Screen0""
 Device     ""Card0""
 Monitor    ""Monitor0""
 DefaultDepth 24
 SubSection ""Display""
  Depth     1
 EndSubSection
 SubSection ""Display""
  Depth     4
 EndSubSection
 SubSection ""Display""
  Depth     8
 EndSubSection
 SubSection ""Display""
  Depth     15
 EndSubSection
 SubSection ""Display""
  Depth     16
 EndSubSection
 SubSection ""Display""
  Depth     24
  #FbBpp   32 #Ie you should be able lto uncomment this line
  Modes   ""1024x768"" ""800x600"" ""640x480"" # And add in higher resulutions as
desired.
 EndSubSection
EndSection


-- 
Irish Linux Users' Group: ilug@linux.ie
http://www.linux.ie/mailman/listinfo/ilug for (un)subscription information.
List maintainer: listmaster@linux.ie

"
ilug@linux.ie,"Hi All,

Anyone ever try connecting at 1200bps in Linux? I've got a USR 56K
Faxmodem which is meant to connect to another (same) modem and I have to
connect at this speed due to the (NT) port settings on the remote side,
but the modem handshake always fails at this speed.

The modem handshake works at slightly higher speeds (4800bps to
~57600bps) but that is no good for tx/rx'ing data to the remote server
as it insists at talking at the speed of treacle/1200bps.

Note Minicom fails to handshake at 1200bps, but HyperTerm in Windows
worked first time(!?), any ideas?

Baud 1200 7 data bits Even Parity

I am doing a ATZ3 to reset the modem then I send this init string:

AT&F1E1V1Q0X4Y0S32=232&A1&B0&C1&D2&H0&I0&K1&M4&N0&P0&R1&S0&U0&Y1

... which is most of the defaults.

USR said to set S15=128 (disables v.42)) 
& set S32=98 (disable v.92 & X2)

But the S15=128 just makes the handshake lockup instead of just giving
up.

btw this is a bank's system I am connecting to so reconfiguring their
modems may be difficult.

Colin.


-- 
Colin Nevin,
Software Engineer,
